ID,Metal,BDE,M-H,VMH,CoordNum,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum
SILSEN.Ir.xyz,Ir,71.09,1.574918,2218.8,9,2,0,1,0,0,0,0,1,0,0,1,6,9
SILTAK.Os.xyz,Os,61.1,1.610338,2140.6,6,1,0,1,0,0,0,0,1,0,1,0,17,8
SILTEO.Os.xyz,Os,59.85,1.605906,2171.5,6,1,0,1,0,0,0,0,1,0,1,1,17,8
SILVAM.Mo.xyz,Mo,59.17,1.709097,1810.5,8,4,0,0,0,0,0,0,1,0,0,0,0,6
SILVEQ.Mo.xyz,Mo,55.16,1.690252,1862.8,6,1,0,0,0,0,0,0,1,0,1,0,0,6
SILVIU.Mo.xyz,Mo,54.93,1.676079,1930.7,8,1,0,1,0,1,0,0,1,0,0,0,0,6
SILZAQ.Ni.xyz,Ni,50.97,1.472225,1937.5,4,1,0,0,0,0,0,0,1,0,0,0,15,10
SIMCEW.Re.xyz,Re,55.45,1.662514,2013.2,5,1,0,0,0,1,0,0,1,0,0,0,0,7
SIMLAD.Ir.xyz,Ir,64.47,1.563636,2263.4,8,1,0,1,1,0,0,0,0,0,1,1,0,9
SINVAO.Pd.xyz,Pd,63.16,1.630711,1744.9,4,1,0,1,0,0,0,0,1,0,0,0,6,10
SINVES.Pd.xyz,Pd,62.69,1.63301,1732.6,4,1,0,1,0,0,0,0,1,0,0,0,6,10
SIPQUD.Pt.xyz,Pt,63.29,1.626552,1953,6,1,0,1,0,0,0,0,1,0,1,0,6,10
SIPVES.Ir.xyz,Ir,72.86,1.593211,2116.6,8,2,0,1,0,0,0,0,1,0,0,0,0,9
SIQJOS.Os.xyz,Os,65.66,1.612709,2123.5,7,3,0,1,1,0,0,0,1,0,0,1,0,8
SIQKAF.Mo.xyz,Mo,62.11,1.69739,1786.2,12,2,0,1,0,0,0,0,0,0,0,0,0,6
SIQLUA.Ir.xyz,Ir,72.48,1.568341,2232.7,6,2,0,0,1,0,0,0,1,0,1,0,17,9
SIQNAK.Co.xyz,Co,49.15,1.486383,1853.6,6,1,0,1,1,0,0,0,1,0,0,0,7,9
SIQPUG.Co.xyz,Co,49.02,1.479293,1889.2,6,1,0,1,1,0,0,0,1,0,0,0,7,9
SIRCEB.Mo.xyz,Mo,33.55,1.65142,1900.5,6,1,0,0,0,1,0,0,0,0,0,-1,0,6
SIRSOB.Ir.xyz,Ir,69.61,1.615239,2035.8,6,1,1,0,0,0,0,0,1,0,1,0,15,9
SISRIV.W.xyz,W,55.02,1.735947,1805,8,1,0,1,0,1,0,0,1,0,0,1,0,6
SISROB.W.xyz,W,51.83,1.755565,1752.6,7,1,0,1,0,1,0,0,1,0,0,1,0,6
SITKUB.Rh.xyz,Rh,63.07,1.537381,2116.9,5,1,1,0,0,0,0,0,1,0,1,0,0,9
SITKUB03.Rh.xyz,Rh,63.07,1.537329,2117.1,5,1,1,0,0,0,0,0,1,0,1,0,0,9
SITMUD.Ru.xyz,Ru,63.93,1.625626,1854.4,6,1,0,0,0,1,0,0,1,0,0,0,15,8
SITMUD01.Ru.xyz,Ru,63,1.623992,1864.5,6,1,0,0,0,1,0,0,1,0,0,0,15,8
SITREB.Re.xyz,Re,63.58,1.663187,2044.4,7,1,0,0,0,0,0,0,1,0,1,0,0,7
SIVJOZ.Ir.xyz,Ir,74.43,1.577911,2162.1,6,1,0,0,1,0,0,1,0,0,1,0,17,9
SIVLOB.Ir.xyz,Ir,69.62,1.549247,2333.5,5,1,0,0,1,0,0,1,0,0,1,0,0,9
SIVLUH.Ir.xyz,Ir,72.19,1.568522,2230.2,6,1,0,0,1,0,0,1,0,0,1,0,7,9
SIWNER.Re.xyz,Re,64.06,1.669331,2009.1,9,2,0,1,0,0,0,0,1,0,0,0,0,7
SIWPUJ.Ru.xyz,Ru,64.85,1.636868,1813.2,6,1,0,1,0,0,0,0,1,0,0,0,15,8
SIXROJ.Fe.xyz,Fe,47.16,1.507141,1852.7,7,3,1,0,0,0,0,0,1,0,0,0,15,8
SIZPUO.Ta.xyz,Ta,60.28,1.804649,1684.2,6,1,0,1,1,0,0,0,0,0,0,0,0,5
SIZQAV.Ta.xyz,Ta,64.65,1.782756,1769,5,1,0,1,1,0,0,0,0,0,0,0,0,5
SIZVEC.Nb.xyz,Nb,50.81,1.728619,1765,12,1,0,1,1,0,0,0,0,0,0,1,0,5
SOCREH.Cd.xyz,Cd,64.8,1.691175,1686.5,4,1,0,0,1,0,0,0,0,0,0,0,0,12
SOCREH.Zn.xyz,Zn,74.87,1.558757,1783,4,1,0,0,1,0,0,0,0,0,0,0,0,12
SODKUR.Ta.xyz,Ta,57.92,1.774043,1728.1,7,2,0,0,0,1,0,0,1,0,1,0,0,5
SODKUR10.Ta.xyz,Ta,57.26,1.774335,1727.6,7,2,0,0,0,1,0,0,1,0,1,0,0,5
SODLAY.Ta.xyz,Ta,64.42,1.815468,1600.4,7,3,0,0,0,1,0,0,1,0,0,0,0,5
SOFBOF.Ru.xyz,Ru,67.93,1.599041,1937.6,6,1,0,0,1,0,0,0,1,0,1,0,0,8
SOFCOF.Mo.xyz,Mo,43.1,1.65787,1955.1,6,1,0,0,0,0,0,0,1,1,0,0,0,6
SOFCUL.W.xyz,W,47.18,1.68248,2002.6,6,1,0,0,0,0,0,0,1,1,0,0,0,6
SOFMUV.W.xyz,W,64.05,1.781554,1643.4,7,1,0,0,0,0,0,0,1,0,0,0,0,6
SOHQUB.W.xyz,W,43.22,1.749047,1803.6,8,1,0,1,0,0,1,0,1,0,0,0,0,6
SOHQUB01.W.xyz,W,57.88,1.729895,1808.4,8,2,0,0,0,0,1,0,1,0,0,0,0,6
SOHQUB02.W.xyz,W,58.11,1.730072,1752.7,8,2,0,0,0,0,1,0,1,0,0,0,0,6
SOJMEK.Ru.xyz,Ru,60.34,1.547556,2138.7,5,2,0,1,0,0,0,0,1,0,0,0,0,8
SOJMIO.Ru.xyz,Ru,68.94,1.60749,1947.8,7,2,0,1,0,0,0,0,1,0,0,0,0,8
SOJMUA.Ru.xyz,Ru,62.69,1.645417,1880.7,6,2,0,1,0,0,0,0,1,0,0,0,6,8
SOKNEO.Pt.xyz,Pt,66.44,1.579786,2016.2,4,1,0,1,0,0,0,0,1,0,0,0,6,10
SOKNIS.Pt.xyz,Pt,70.2,1.510909,2193.1,4,1,0,0,0,1,0,0,1,0,0,1,8,10
SOKPAM.Pt.xyz,Pt,64.81,1.514377,2376.2,3,1,0,0,0,0,0,0,1,0,0,1,0,10
SOKROB.Ni.xyz,Ni,56,1.498949,1925.2,4,1,0,1,0,0,0,1,0,0,0,0,0,10
SOKSAO.Ni.xyz,Ni,55.93,1.497181,1967.4,4,1,0,1,0,0,0,1,0,0,0,0,0,10
SOLMIP.W.xyz,W,60.61,1.834167,1574.1,6,1,0,1,1,0,0,0,1,0,0,0,7,6
SOLMOV.W.xyz,W,63.67,1.832391,1584.6,6,1,0,1,1,0,0,0,1,0,0,0,7,6
SOLMUB.W.xyz,W,64.67,1.844529,1542.2,6,1,0,1,1,0,0,0,1,0,0,0,7,6
SOLRAM.Pt.xyz,Pt,68.38,1.600924,1980.2,4,1,0,1,0,0,0,0,1,0,0,0,6,10
SOPWEA.Ru.xyz,Ru,49.93,1.593061,1985.6,9,1,0,1,0,0,0,0,0,1,0,0,0,8
SORLUI.Rh.xyz,Rh,57.26,1.517553,2214.9,6,1,0,0,0,0,0,0,1,0,1,0,0,9
SORMIX.Rh.xyz,Rh,58.34,1.520297,2186.1,6,1,0,0,0,0,0,0,1,0,1,0,0,9
SOSPAS.Re.xyz,Re,48.19,1.674315,2004.7,6,2,0,0,1,0,0,0,1,0,0,1,0,7
SOSPEW.Re.xyz,Re,62.52,1.672741,2038.2,7,1,0,1,1,0,0,0,1,0,1,0,0,7
SOTRAU.Mo.xyz,Mo,53.43,1.650943,1934.9,13,1,0,1,0,0,0,0,0,0,0,1,0,6
SOVPOI.Fe.xyz,Fe,38.08,1.513641,1881,8,1,0,1,1,0,0,0,0,0,0,0,0,8
SOVWOP.Pd.xyz,Pd,58.88,1.573121,1874.8,4,1,0,0,0,0,0,0,1,1,0,0,16,10
SOWZEK.Rh.xyz,Rh,61.75,1.546791,2115.4,6,1,0,1,0,0,0,0,1,0,1,0,17,9
SOWZIP.Ru.xyz,Ru,54.04,1.601708,1923.9,9,1,0,1,0,0,0,0,0,1,0,0,0,8
SOXNEY.Ru.xyz,Ru,65.56,1.608562,1931.5,6,1,0,0,1,0,0,0,1,0,0,0,7,8
SOYNID.Pt.xyz,Pt,60.44,1.586803,2117.6,6,1,0,1,0,0,0,0,1,0,0,0,15,10
SOZGET.Re.xyz,Re,59.83,1.644538,2089.7,9,1,0,1,1,1,0,0,1,0,0,0,0,7
SOZRII.Ta.xyz,Ta,62.24,1.755401,1805.5,12,1,0,1,1,0,0,0,0,0,0,0,0,5
SOZROO.Ta.xyz,Ta,62.35,1.76236,1797.4,12,1,0,1,0,1,0,0,0,0,0,0,0,5
SOZXUA.Fe.xyz,Fe,43.74,1.480184,1964.7,7,1,1,1,0,0,0,0,0,0,0,0,0,8
SUBQUB.Ru.xyz,Ru,65.36,1.59265,1977.1,6,1,0,1,0,1,0,0,1,0,0,0,8,8
SUBVEQ.Rh.xyz,Rh,61.29,1.53173,2138.4,6,1,0,0,1,0,0,0,1,0,1,1,7,9
SUCHIH.Pt.xyz,Pt,59.81,1.653288,1810.8,6,1,0,0,0,0,0,1,1,0,0,0,0,10
SUCHON.Pt.xyz,Pt,60.64,1.647652,1852.3,6,1,0,0,0,0,0,1,1,0,0,0,14,10
SUCJOP.Re.xyz,Re,72.42,1.687884,2115.8,6,1,0,1,1,0,0,0,1,1,0,1,0,7
SUCJOP10.Re.xyz,Re,70.63,1.684294,1899.6,6,1,0,1,1,0,0,0,1,1,0,0,0,7
SUDHUW.Ir.xyz,Ir,72.24,1.558841,2302.1,6,1,0,1,0,1,0,0,1,0,0,0,8,9
SUDJAE.Ir.xyz,Ir,70.94,1.55288,2325.1,7,1,0,1,0,1,0,0,1,0,0,0,0,9
SUDQEP.Ir.xyz,Ir,69.51,1.623664,2100.6,6,1,0,1,0,0,0,0,1,0,0,0,6,9
SUFJUA.Ag.xyz,Ag,68.26,1.645555,1701.4,2,1,0,1,0,0,0,0,0,0,0,0,6,11
SUFJUA.Cu.xyz,Cu,74.94,1.527383,1723.7,2,1,0,1,0,0,0,0,0,0,0,0,6,11
SUHWOH.Ir.xyz,Ir,62.54,1.603171,2131.6,5,1,0,0,0,0,0,0,1,0,0,0,0,9
SUJBII.W.xyz,W,65.49,1.720092,1829.4,10,1,0,1,0,0,0,0,1,0,1,0,0,6
SUJBOO.W.xyz,W,61.99,1.736168,1793.4,9,1,0,1,0,0,0,0,1,0,0,0,0,6
SUJBUU.W.xyz,W,57.17,1.690511,1974.6,9,1,0,1,0,0,0,0,1,0,0,0,0,6
SUKBAE.Mn.xyz,Mn,54.06,1.578509,1768.7,6,1,0,1,0,0,0,0,1,0,0,0,6,7
SUKBAE.Tc.xyz,Tc,59.56,1.718196,1715.7,6,1,0,1,0,0,0,0,1,0,0,0,6,7
SUKQEV.Ir.xyz,Ir,71.89,1.534263,2361.1,5,2,0,1,0,0,0,0,0,0,1,1,0,9
SUKREW.Ir.xyz,Ir,69.99,1.529151,2389.8,6,2,0,1,0,0,0,0,0,0,0,1,0,9
SULBAE.Ru.xyz,Ru,63.39,1.611899,1982.1,8,4,0,0,0,0,0,1,1,0,0,0,0,8
SULBEI.Ru.xyz,Ru,58.76,1.601658,2017.8,8,4,0,0,0,0,0,1,1,0,0,0,0,8
SUMDUC.Co.xyz,Co,49.2,1.481787,1861.3,6,1,0,1,1,0,0,0,1,0,0,0,7,9
SUNZIM01.Rh.xyz,Rh,61.22,1.557068,1980.8,5,1,0,1,0,0,0,0,0,0,0,1,0,9
SURFER.Ru.xyz,Ru,66.71,1.601025,1920.7,6,1,0,1,1,1,0,0,1,0,0,0,8,8
SURQEB.Ru.xyz,Ru,64.54,1.588717,1980.7,6,1,0,0,1,0,0,0,1,0,1,0,17,8
SURZIP.Ni.xyz,Ni,58.85,1.533232,1942.5,4,1,0,1,0,0,0,0,1,0,0,0,6,10
SURZIP01.Ni.xyz,Ni,58.68,1.533659,1941.5,4,1,0,1,0,0,0,0,1,0,0,0,6,10
SURZOV.Ni.xyz,Ni,58.83,1.525446,1877.8,4,1,0,1,0,0,0,0,1,0,0,0,6,10
SUSVAF.Ti.xyz,Ti,37.7,1.688507,1621.5,11,1,0,1,1,0,0,0,0,0,0,0,0,4
SUSXEJ.Mo.xyz,Mo,55.46,1.69216,1873,8,2,0,0,0,0,0,1,1,0,0,1,0,6
SUTBEQ.Ru.xyz,Ru,62.75,1.587765,2040.4,9,2,0,1,0,0,0,1,0,0,0,0,0,8
SUTBIU.Ru.xyz,Ru,61.97,1.57026,2135.9,9,2,0,1,0,0,0,1,0,0,0,0,0,8
SUTBUG.Ru.xyz,Ru,61.36,1.590295,2035.1,9,2,0,1,0,0,0,1,0,0,0,0,0,8
SUWVUE.Rh.xyz,Rh,61.71,1.545013,2100.3,6,1,0,0,0,0,0,0,1,0,1,1,35,9
SUYWOB.Pt.xyz,Pt,78.44,1.587785,2091,4,1,0,0,1,0,0,0,1,0,0,0,7,10
SUZCAR.Pd.xyz,Pd,48.27,1.487573,2233.2,6,1,0,0,0,1,0,0,0,0,1,0,8,10
TACBOP01.Ni.xyz,Ni,47.12,1.456687,1910.6,7,1,0,1,0,0,0,0,0,0,0,0,0,10
TACPTH.Ta.xyz,Ta,54.09,1.756716,1748.8,13,3,0,1,0,0,0,0,0,0,0,0,0,5
TADPET.Ru.xyz,Ru,61.36,1.654937,1845,6,1,0,1,0,0,0,0,1,0,0,0,6,8
TADZAC.Fe.xyz,Fe,49.52,1.520905,1862.2,6,1,0,0,0,0,0,1,1,0,0,0,0,8
TAFDAI.Co.xyz,Co,44.74,1.456702,1994.1,6,1,0,0,0,0,0,1,1,0,1,0,17,9
TAFDEM.Ir.xyz,Ir,70.11,1.581953,2157.9,6,1,0,1,1,0,0,0,1,0,1,0,17,9
TAFNAP.Ir.xyz,Ir,62.99,1.594475,2142.2,7,1,1,1,0,0,0,0,1,0,0,0,15,9
TAFRIC.Os.xyz,Os,50.66,1.620712,2042,6,1,0,0,1,0,0,0,0,0,0,2,7,8
TAFTAX.Ru.xyz,Ru,52.43,1.546924,2158.8,5,1,0,0,1,0,0,0,1,0,1,0,0,8
TAFXAB.Pt.xyz,Pt,68.13,1.609771,2032.8,5,1,0,0,0,0,0,0,1,0,0,1,15,10
TAFXEF.Pt.xyz,Pt,69.29,1.610242,2022.7,5,1,0,0,0,0,0,0,1,0,0,1,15,10
TAGFOY.Fe.xyz,Fe,27.27,1.538032,1767.5,5,1,0,0,0,0,0,0,1,0,0,0,15,8
TAGFUE.Fe.xyz,Fe,49.58,1.534246,1768.1,6,1,0,0,1,0,0,0,1,0,0,1,15,8
TAGLAO10.Fe.xyz,Fe,52.99,1.524216,1804.3,6,1,0,0,1,0,0,0,1,0,0,1,7,8
TAGLIZ.Rh.xyz,Rh,61.7,1.572496,2012.4,6,2,0,0,0,0,0,1,1,0,0,0,15,9
TAGNIB.Ir.xyz,Ir,71.68,1.622029,2009.5,5,1,0,1,0,0,0,0,1,0,0,1,6,9
TAGNOH.Ir.xyz,Ir,71.58,1.617012,2080.4,5,1,0,1,0,0,0,0,1,0,0,2,6,9
TAGPAV.Ir.xyz,Ir,74.21,1.624337,2036.6,6,1,0,1,0,0,0,0,1,0,0,2,6,9
TAHKEV.Ir.xyz,Ir,70.15,1.580506,2170.7,7,1,0,1,1,1,0,1,0,0,0,0,7,9
TAHLUK.Mo.xyz,Mo,60.07,1.676933,1875,12,1,0,1,0,0,0,0,0,0,0,0,0,6
TAHQUO.Rh.xyz,Rh,58.17,1.499465,2245.8,5,1,0,1,0,0,0,0,1,0,0,0,0,9
TAJGIV.W.xyz,W,54.38,1.725814,1840.3,9,1,0,1,0,0,0,0,0,0,0,0,0,6
TAJHOC.Ir.xyz,Ir,71.11,1.616017,2019.1,6,1,0,1,0,0,0,0,1,0,0,1,15,9
TAJSUT.Ru.xyz,Ru,66.42,1.639555,1803.7,6,1,0,0,0,0,0,1,1,0,0,0,15,8
TAJTAA.Ru.xyz,Ru,65.93,1.639573,1813.8,6,1,0,0,0,0,0,1,1,0,0,0,15,8
TAJTEE.Ru.xyz,Ru,66.99,1.634226,1839.8,6,1,0,0,0,0,0,1,1,0,0,0,15,8
TAJTII.Ru.xyz,Ru,67.57,1.641989,1871.7,7,3,0,0,0,0,0,1,1,0,0,0,15,8
TAJWIL.Os.xyz,Os,61.68,1.624986,2066.2,8,4,0,0,0,0,0,1,1,0,1,0,0,8
TAJWOR.Os.xyz,Os,70.25,1.642072,2004.7,8,3,0,1,0,0,0,1,1,0,0,0,0,8
TAJWUX.Os.xyz,Os,69.27,1.633467,2092.1,8,5,0,0,0,0,0,1,1,0,0,0,0,8
TAJYEJ.Zr.xyz,Zr,54.44,1.816845,1636.6,13,1,0,1,1,0,0,0,0,0,0,0,0,4
TAKDAK.Pd.xyz,Pd,60.57,1.514314,2131.9,4,1,0,0,0,1,0,0,1,0,0,1,8,10
TAKFEQ.Ir.xyz,Ir,68.95,1.600758,2140.1,8,2,0,1,0,0,0,1,1,0,0,0,0,9
TAKYOU.Pt.xyz,Pt,70.3,1.563359,2193.9,4,1,0,0,0,0,0,0,1,0,1,0,35,10
TAKYOZ.Pt.xyz,Pt,62.96,1.543652,2271.7,5,2,0,0,0,0,0,0,1,0,1,1,0,10
TALJIC.Os.xyz,Os,74.83,1.641554,2040,7,1,0,1,0,0,0,0,1,0,0,1,0,8
TALRUT.Mn.xyz,Mn,49.19,1.587215,1714.3,6,1,0,1,0,0,0,0,1,0,0,0,6,7
TAMZAJ.Fe.xyz,Fe,52.72,1.529467,1795.5,6,1,0,0,1,0,0,0,1,0,0,1,7,8
TANBAM.Ru.xyz,Ru,33.5,1.558761,2141.1,7,2,0,0,0,1,0,0,1,0,1,0,0,8
TANKID.Ir.xyz,Ir,75.99,1.587755,2154.1,6,1,0,1,1,1,0,0,1,0,0,1,7,9
TANMUU.Os.xyz,Os,78.78,1.630019,2041.8,5,1,0,1,0,1,0,0,1,0,0,0,8,8
TANNAB.Os.xyz,Os,72.71,1.605286,2155.5,6,1,0,1,1,1,0,0,1,0,0,1,8,8
TAQLAY.Ru.xyz,Ru,50.53,1.558365,2138.4,6,2,0,0,0,0,0,0,1,0,1,0,0,8
TARBIY.Ru.xyz,Ru,61.88,1.605838,2037.4,8,4,0,0,0,0,0,1,1,0,0,0,15,8
TARCAR.W.xyz,W,64.34,1.703845,1892.7,11,1,0,1,0,0,0,0,0,0,0,0,0,6
TARCEV.W.xyz,W,66.22,1.711834,1851,12,1,0,1,0,0,0,1,0,0,0,0,0,6
TARCUL.W.xyz,W,64.31,1.708576,1874.5,12,1,0,1,0,0,0,1,0,0,0,0,0,6
TARVAK.Zr.xyz,Zr,60.92,1.859808,1499.4,13,1,0,1,1,0,0,0,0,0,0,0,0,4
TARZAO.Pt.xyz,Pt,75.25,1.569817,2130.1,4,1,0,1,0,0,0,0,0,0,1,0,35,10
TASCUP.Ru.xyz,Ru,62.86,1.598065,1960.5,7,1,0,1,1,0,0,0,1,0,0,0,0,8
TASDAW.Ru.xyz,Ru,64.27,1.581726,2049.8,6,2,0,1,1,0,0,0,1,0,0,0,0,8
TASRAI.Nb.xyz,Nb,50.88,1.734682,1767.7,13,3,0,1,0,0,0,0,0,0,0,0,0,5
TASREN.Pt.xyz,Pt,65.06,1.571646,2252.6,4,1,0,1,0,0,0,0,1,0,0,1,6,10
TASXIX.Mo.xyz,Mo,57.21,1.717647,1746,9,1,0,1,0,0,0,0,1,0,0,0,0,6
TASXOE.Re.xyz,Re,30.32,1.686447,1947.1,6,2,0,0,1,0,0,0,1,0,0,1,15,7
TASYAQ.Mo.xyz,Mo,59.96,1.740921,1671.3,9,1,0,1,0,0,0,0,1,0,0,0,0,6
TAVJUV.Ir.xyz,Ir,70.59,1.595878,2084.2,7,1,0,1,1,0,0,0,1,1,0,1,0,9
TAWVIZ.Pt.xyz,Pt,67.4,1.603384,2019.3,4,1,0,1,1,0,0,0,1,0,0,0,15,10
TAXFAZ.Mo.xyz,Mo,52.94,1.682557,1860.3,10,3,0,1,0,0,0,0,1,0,0,0,0,6
TAXFAZ01.Mo.xyz,Mo,52.95,1.682516,1860.5,10,3,0,1,0,0,0,0,1,0,0,0,0,6
TAXFED.Mo.xyz,Mo,44.56,1.713683,1748,7,1,0,1,1,0,0,0,1,0,0,0,0,6
TAYYUO.Fe.xyz,Fe,52.37,1.527295,1751.3,6,1,0,0,0,1,0,0,1,0,0,0,0,8
TAZQOB.Ir.xyz,Ir,60.76,1.532802,2372.6,5,1,0,1,1,0,0,0,1,0,0,0,0,9
TAZRUP10.Ru.xyz,Ru,64.52,1.610851,1913.1,7,1,0,1,1,0,0,0,1,0,0,0,0,8
TBUPPT.Pt.xyz,Pt,65.86,1.643751,1707.7,4,2,0,0,0,0,0,0,1,0,0,0,1,10
TEBMUJ.Pt.xyz,Pt,59.46,1.6539,1817.8,6,1,0,0,0,0,0,1,1,0,0,0,14,10
TEBNEU.Pt.xyz,Pt,59.86,1.655966,1808.8,6,1,0,0,0,0,0,1,1,0,0,0,14,10
TEBNOE.Pt.xyz,Pt,61.88,1.651403,1851.5,6,1,0,0,0,0,0,1,1,0,0,0,14,10
TEBPOG.Ru.xyz,Ru,65.58,1.643617,1806.3,6,2,0,1,0,0,0,0,1,0,0,0,0,8
TEBPUM.Ru.xyz,Ru,64.09,1.637854,1836.9,6,2,0,1,0,0,0,0,1,0,0,0,6,8
TEBQAT.Ru.xyz,Ru,60.98,1.554964,2104.4,6,2,0,1,0,0,0,0,1,0,1,0,1,8
TEBQEX.Ru.xyz,Ru,55.15,1.626007,1877.9,6,1,0,1,0,0,0,0,1,0,1,0,6,8
TEBQIB.Ru.xyz,Ru,60.63,1.551069,2095,5,1,0,1,0,0,0,0,1,0,1,0,0,8
TEBSEY.Os.xyz,Os,63.39,1.656516,1946.1,6,1,0,1,0,1,0,0,0,1,0,0,6,8
TEBSIC.Os.xyz,Os,65.72,1.636661,1988.3,5,1,0,1,0,0,0,0,0,0,0,0,0,8
TEBWAB.W.xyz,W,58.66,1.742361,1810,9,1,0,1,0,0,0,1,0,0,0,0,0,6
TEDHUI.Ni.xyz,Ni,42.13,1.445701,1973.1,5,1,0,0,0,0,0,0,1,1,0,1,0,10
TEDNUL.Ir.xyz,Ir,66.93,1.606095,2074.8,6,1,0,0,0,0,0,1,1,0,1,1,15,9
TEFXEI.Re.xyz,Re,67.04,1.681615,1939.6,8,5,0,0,0,0,0,0,1,0,0,0,0,7
TEFYAG.Rh.xyz,Rh,63.54,1.553828,2103.1,5,1,1,0,0,0,0,0,1,0,1,0,0,9
TEFZEJ.Rh.xyz,Rh,56.38,1.530937,2135.2,6,1,0,0,0,0,0,0,1,0,1,0,17,9
TEFZEL.Rh.xyz,Rh,65.9,1.591062,2165.6,5,1,1,0,0,1,0,0,1,0,0,0,0,9
TEGNUQ.Cd.xyz,Cd,65.53,1.697765,1656.1,4,1,0,0,1,0,0,0,0,0,0,0,0,12
TEGNUQ.Zn.xyz,Zn,76.21,1.574247,1719.6,4,1,0,0,1,0,0,0,0,0,0,0,0,12
TEGTEF.V.xyz,V,51.93,1.647975,1648.8,11,1,0,1,0,0,0,0,0,0,0,0,0,5
TEGYOU.Pt.xyz,Pt,66.73,1.559321,2183.9,6,1,0,1,1,0,0,0,0,0,1,0,17,10
TEGYUA.Os.xyz,Os,70.56,1.625663,2088.8,6,1,0,1,1,0,0,0,1,0,0,1,7,8
TEHQON.Pd.xyz,Pd,64.56,1.542972,1976.8,4,1,0,1,0,1,0,0,0,0,0,0,8,10
TEHSOQ.Mn.xyz,Mn,54.62,1.530931,1993.8,10,1,0,1,0,0,0,1,0,0,0,0,6,7
TEMTAG.Ir.xyz,Ir,57.24,1.625294,1964.2,5,1,0,1,0,0,0,0,1,1,0,0,0,9
TENBAR.Rh.xyz,Rh,62.83,1.563235,1994.6,7,1,1,0,0,0,0,0,1,1,0,0,0,9
TENMOO.Pt.xyz,Pt,70.32,1.547394,2253.8,6,1,0,1,1,0,0,0,0,0,0,0,7,10
TEPHBP.Pt.xyz,Pt,74.04,1.573197,2126.8,4,1,0,0,0,0,0,0,1,0,1,0,35,10
TEPYIY.Ir.xyz,Ir,62.72,1.599895,2067.6,8,1,0,1,1,0,0,0,0,0,0,0,0,9
TEPYOE.Ir.xyz,Ir,62.31,1.598825,2070,8,1,0,1,1,0,0,0,0,0,0,0,0,9
TEPYUI.Os.xyz,Os,75.01,1.647804,1985.4,6,1,0,0,1,0,0,0,1,0,0,1,7,8
TEPZOD.Y.xyz,Y,71.98,2.034631,1308,7,1,0,1,1,0,0,0,0,0,0,0,0,3
TERLEH.Os.xyz,Os,65.12,1.671113,2040.6,6,1,0,1,0,0,0,1,0,0,0,0,6,8
TERMUB.Ir.xyz,Ir,59.78,1.595707,2106,8,1,0,1,1,0,0,0,0,0,0,1,0,9
TERWUJ.W.xyz,W,57.17,1.734745,1835.3,10,2,0,1,0,0,0,1,0,0,0,0,0,6
TERXAQ.W.xyz,W,58.21,1.726997,1983.4,10,2,0,1,0,0,0,1,0,0,0,0,0,6
TESGUT.W.xyz,W,38.91,1.703488,1922.6,8,2,0,1,0,0,1,0,1,0,0,1,0,6
TEVMEN.Ru.xyz,Ru,65.14,1.594996,1925,6,1,0,0,1,0,0,0,1,0,1,0,0,8
TEVTIZ.Y.xyz,Y,73.18,2.053302,1281.3,5,1,0,0,1,1,0,0,0,0,0,0,0,3
TEVYAX.Co.xyz,Co,49.76,1.505776,1794.2,7,1,0,1,0,0,0,0,1,0,0,0,0,9
TEXDOQ.Ir.xyz,Ir,67.21,1.533792,2366.1,5,1,0,1,0,0,0,0,1,0,0,0,0,9
TEXPES.Ru.xyz,Ru,61.36,1.589604,2039.7,9,2,0,1,0,0,0,0,1,0,0,1,0,8
TEXQIY.Ru.xyz,Ru,63.6,1.589159,2023.8,6,1,0,1,1,0,0,0,1,0,0,1,0,8
TEYKEQ.Ir.xyz,Ir,67.59,1.579452,2179,8,1,0,1,0,0,0,1,0,1,0,1,0,9
TEZNOC.W.xyz,W,63.13,1.726803,1881,6,1,0,1,1,0,0,0,0,0,0,0,0,6
TFAMRU.Ru.xyz,Ru,64.86,1.60295,1946.8,7,1,0,1,1,0,0,0,1,0,0,0,0,8
THMAPT.Pt.xyz,Pt,60.7,1.611754,2016.4,5,1,0,1,0,0,0,0,1,0,0,1,6,10
THMPOS.Os.xyz,Os,71.15,1.645473,2007.6,7,4,0,0,0,0,0,0,1,0,0,0,0,8
THMPOS01.Os.xyz,Os,70.88,1.645162,2010.8,7,4,0,0,0,0,0,0,1,0,0,0,0,8
TIBBOY.Ru.xyz,Ru,58.35,1.595126,1964.9,6,1,0,1,0,0,0,1,1,0,1,0,0,8
TIFVOT.Rh.xyz,Rh,52.13,1.492133,2282.7,5,1,0,0,0,0,0,0,1,0,1,0,0,9
TIHLAX.Ru.xyz,Ru,32.51,1.536151,2191.7,6,2,0,0,0,0,0,0,1,0,1,0,0,8
TIKWIW.Ru.xyz,Ru,65.1,1.562559,2074.1,5,1,0,0,0,0,1,0,1,0,0,0,0,8
TIKWUI.Ru.xyz,Ru,64.04,1.61176,1982.6,7,3,0,0,0,0,0,1,1,0,0,0,15,8
TIKXAP.Ru.xyz,Ru,62.65,1.612888,1986.5,7,3,0,0,0,0,0,1,1,0,0,0,15,8
