ID,Metal,Group,M-H,VMH1,VMH,BDE,Hydri-G,CoordNum,EN-M,EN-H,EN-B,EN-C,EN-N,EN-O,EN-F,EN-Si,EN-P,EN-S,EN-Cl,EA-M,EA-H,EA-B,EA-C,EA-N,EA-O,EA-F,EA-Si,EA-P,EA-S,EA-Cl,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum,AN-M,AR-M,AW-M,AV-M,MR-M,DP-M,mc-chi2,mc-chi3
KUQJAJ.Fe.xyz,Fe,VIII ,1.515019,1923.5,1846.6,51.9,253.21,6,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,4,0,0,1,0,8,26,140,55.8,7.1,117,62,56,104.31
KUQJEN.Fe.xyz,Fe,VIII ,1.538644,1820.9,1748.1,54.69,177.39,6,1.8,2.17,0,0,0,0,0,0,2.46,0,0,3.76,17.39,0,0,0,0,0,0,17.2,0,0,2,0,0,0,0,0,0,4,0,0,0,15,8,26,140,55.8,7.1,117,62,56,104.31
KUQJEO.Mn.xyz,Mn,VIIB ,1.596944,1697.9363,1630,57.74,164.23,6,1.6,2.17,0,0,0,0,0,0,2.46,0,0,0,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,5,0,0,0,15,7,25,140,54.9,7.39,118,68,59.29,140.35
KUQJIR.Fe.xyz,Fe,VIII ,1.513368,1930.5,1853.3,47.92,241.96,6,1.8,2.17,0,0,2.93,0,0,0,2.46,0,0,3.76,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,4,0,0,1,0,8,26,140,55.8,7.1,117,62,60.66,108.98
KUQJIS.Mn.xyz,Mn,VIIB ,1.592924,1738.9,1669.3,56.59,158.65,6,1.6,2.17,0,0,0,0,0,0,2.46,0,0,0,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,5,0,0,0,15,7,25,140,54.9,7.39,118,68,59.29,140.35
KUQJOY.Mn.xyz,Mn,VIIB ,1.590611,1729.3677,1660.2,55.34,164.29,6,1.6,2.17,0,0,0,0,0,0,2.46,0,0,0,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,5,0,0,0,15,7,25,140,54.9,7.39,118,68,59.29,140.35
KUQJUE.Mn.xyz,Mn,VIIB ,1.590783,1720.4413,1651.6,57.74,166.36,6,1.6,2.17,0,0,0,0,0,0,2.46,0,0,0,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,5,0,0,0,15,7,25,140,54.9,7.39,118,68,59.29,139.81
KUQKOY.Ir.xyz,Ir,VIII ,1.542895,2416,2319.4,66.96,229.76,5,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,2,0,1,0,0,9,77,135,192.2,8.54,127,54,50.49,97.9
KURBOQ.Ir.xyz,Ir,VIII ,1.535881,2439.8,2342.2,69.44,331.18,5,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,2,0,0,0,0,2,0,0,1,0,9,77,135,192.2,8.54,127,54,56.36,78.54
KURBUW.Ru.xyz,Ru,VIII ,1.606736,1996,1916.2,64.27,204.7,6,2.3,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,2,1,0,0,1,0,0,0,8,8,44,130,101.1,8.3,125,72,52.45,83.03
KURGEJ.Fe.xyz,Fe,VIII ,1.525463,1898.2,1822.3,57.32,139.57,5,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,2,0,0,0,0,2,0,0,-1,15,8,26,140,55.8,7.1,117,62,50.36,28
KURRAT.Ir.xyz,Ir,VIII ,1.571837,2294.4,2202.6,72.09,261.65,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,1,2,0,0,0,2,0,0,1,0,9,77,135,192.2,8.54,127,54,50.49,130.33
KURREX.Ir.xyz,Ir,VIII ,1.579114,2282,2190.7,74.18,218.8,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,1,2,0,0,0,2,0,0,0,0,9,77,135,192.2,8.54,127,54,50.49,130.33
KURSIC.Ir.xyz,Ir,VIII ,1.576433,2275.9,2184.9,73.8,214.56,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,1,2,0,0,0,2,0,0,0,0,9,77,135,192.2,8.54,127,54,50.49,130.33
KURSIC.Os.xyz,Os,VIII ,1.611697,2224,2135,64.92,188.47,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,25.37,17.39,0,29.12,0.01,0,0,0,17.2,0,0,3,0,1,1,0,0,0,2,0,0,0,0,8,76,130,190.2,8.43,126,57,56.1,131.41
KURSOI.Ir.xyz,Ir,VIII ,1.57343,2307.6,2215.3,72.91,196.83,6,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,1,1,0,0,0,2,0,0,0,7,9,77,135,192.2,8.54,127,54,56.1,137.02
KUVWEG.Co.xyz,Co,VIII ,1.52555,1725.4,1656.4,61.16,162.88,6,1.9,2.17,1.88,0,2.93,0,0,2.12,0,0,0,15.24,17.39,6.39,0,0.01,0,0,31.94,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,9,27,135,58.9,6.7,116,55,56.81,57.53
KUVWOQ.Co.xyz,Co,VIII ,1.510898,1876.4,1801.3,53.68,176.78,6,1.9,2.17,0,2.45,2.93,0,0,2.12,0,0,0,15.24,17.39,0,29.12,0.01,0,0,31.94,0,0,0,1,0,2,1,0,0,2,0,0,0,0,6,9,27,135,58.9,6.7,116,55,66.4,75.39
KUYTIH.Rh.xyz,Rh,VIII ,1.545082,2181.7,2094.4,62.59,208.67,6,2.3,2.17,0,0,0,0,0,0,2.46,0,3.05,26.22,17.39,0,0,0,0,0,0,17.2,0,83.41,2,0,0,0,0,0,0,3,0,1,0,17,9,45,135,102.9,8.3,125,66,52.33,104.65
KUYTIH01.Rh.xyz,Rh,VIII ,1.549069,2156.8,2070.5,63.54,212.35,6,2.3,2.17,0,0,0,0,0,0,2.46,0,3.05,26.22,17.39,0,0,0,0,0,0,17.2,0,83.41,2,0,0,0,0,0,0,3,0,1,0,17,9,45,135,102.9,8.3,125,66,52.33,104.65
KUYTON.Rh.xyz,Rh,VIII ,1.59113,1985.6,1906.2,61.14,178.43,4,2.3,2.17,0,0,0,0,0,0,2.46,0,0,26.22,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,9,45,135,102.9,8.3,125,66,52.33,104.65
LACBAV.Fe.xyz,Fe,VIII ,1.494291,2001.8,1921.7,42.3,262.39,6,1.8,2.17,0,2.45,2.93,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,3,0,0,0,1,0,0,1,7,8,26,140,55.8,7.1,117,62,43.63,64.05
LADNEM.Ru.xyz,Ru,VIII ,1.606197,2023.7,1942.8,57.24,182.13,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,3.05,24.21,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,3,0,1,0,15,8,44,130,101.1,8.3,125,72,58.06,101.97
LADNOW.Ru.xyz,Ru,VIII ,1.604823,2019.7,1938.9,58.63,187.63,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,3.05,24.21,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,3,0,1,0,0,8,44,130,101.1,8.3,125,72,58.06,103.51
LAFYOI.Ir.xyz,Ir,VIII ,1.5858,2222.3,2133.4,76.33,215.41,6,2.2,2.17,0,0,2.93,0,0,2.12,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,31.94,17.2,0,83.41,1,0,0,1,0,0,2,1,0,1,0,17,9,77,135,192.2,8.54,127,54,63.67,136.07
LAFYUO.Ir.xyz,Ir,VIII ,1.617193,2138,2052.5,73.13,200.09,5,2.2,2.17,0,0,2.93,0,0,2.12,2.46,0,0,36.09,17.39,0,0,0.01,0,0,31.94,17.2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,9,77,135,192.2,8.54,127,54,63.05,124.3
LAFZAV.Rh.xyz,Rh,VIII ,1.583894,2060.1,1977.7,64.71,192.94,5,2.3,2.17,0,0,2.93,0,0,2.12,2.46,0,0,26.22,17.39,0,0,0.01,0,0,31.94,17.2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,9,45,135,102.9,8.3,125,66,65.34,128.82
LAFZEZ.Ir.xyz,Ir,VIII ,1.577609,2290.4,2198.8,73.96,185.07,5,2.2,2.17,0,0,2.93,0,0,2.12,2.46,0,0,36.09,17.39,0,0,0.01,0,0,31.94,17.2,0,0,1,0,0,1,0,0,1,2,0,0,0,7,9,77,135,192.2,8.54,127,54,63.05,127.16
LAFZID.Ir.xyz,Ir,VIII ,1.581974,2235.3,2145.9,75.83,213.96,6,2.2,2.17,0,0,2.93,0,0,2.12,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,31.94,17.2,0,83.41,1,0,0,2,0,0,1,1,0,1,0,17,9,77,135,192.2,8.54,127,54,60.17,104.5
LAGWAU.Ir.xyz,Ir,VIII ,1.57614,2271.9,2181,70.89,222.45,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,0,17.2,0,83.41,1,0,0,1,0,0,0,2,0,2,0,17,9,77,135,192.2,8.54,127,54,44.88,94.82
LAGWEY.Ir.xyz,Ir,VIII ,1.58332,2255.7,2165.5,75.64,227.32,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,0,17.2,0,83.41,2,0,0,1,0,0,0,2,0,1,0,17,9,77,135,192.2,8.54,127,54,44.88,94.82
LAGWIC.Ir.xyz,Ir,VIII ,1.577922,2256.1,2165.9,69.73,227.04,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,0,17.2,0,83.41,1,0,0,1,0,0,0,2,0,2,0,17,9,77,135,192.2,8.54,127,54,44.88,94.82
LAGWOI.Ir.xyz,Ir,VIII ,1.576929,2254.2,2164,70.63,220.07,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,0,17.2,0,83.41,1,0,0,1,0,0,0,2,0,2,0,17,9,77,135,192.2,8.54,127,54,44.88,94.82
LAHHEK.Ru.xyz,Ru,VIII ,1.612641,1942.8,1865.1,52.86,259.27,9,2.3,2.17,0,2.45,0,0,0,0,0,2.64,0,24.21,17.39,0,29.12,0,0,0,0,0,47.9,0,1,0,6,0,0,0,0,0,2,0,1,0,8,44,130,101.1,8.3,125,72,33.66,78.98
LAJJAI.Ir.xyz,Ir,VIII ,1.615535,2105.5,2021.3,78.09,200.47,4,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,36.09,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,0,7,9,77,135,192.2,8.54,127,54,44.88,88.22
LAJJEM.Ir.xyz,Ir,VIII ,1.657335,1964.6,1886,64.08,164.83,5,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,1,0,0,0,2,0,0,0,6,9,77,135,192.2,8.54,127,54,57.29,97.9
LAJPAP.Ir.xyz,Ir,VIII ,1.554834,2386.8,2291.3,66.99,224.72,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,0,17.2,0,83.41,1,0,0,1,0,0,0,2,0,2,0,17,9,77,135,192.2,8.54,127,54,49.72,106.04
LAJWEY.Ir.xyz,Ir,VIII ,1.579862,2248.9,2158.9,71.35,211.62,6,2.2,2.17,0,0,0,3.61,0,0,2.46,0,3.05,36.09,17.39,0,0,0,33.69,0,0,17.2,0,83.41,1,0,0,0,1,0,0,3,0,1,0,17,9,77,135,192.2,8.54,127,54,56.1,141.9
LAJWIC.Ir.xyz,Ir,VIII ,1.576434,2265.9,2175.3,70.54,195.42,6,2.2,2.17,0,0,0,3.61,0,0,2.46,0,3.05,36.09,17.39,0,0,0,33.69,0,0,17.2,0,83.41,1,0,0,0,1,0,0,3,0,1,0,17,9,77,135,192.2,8.54,127,54,56.1,143.86
LAJWOI.Ir.xyz,Ir,VIII ,1.577675,2264.6,2174,71.31,202.45,6,2.2,2.17,0,0,0,3.61,0,0,2.46,0,3.05,36.09,17.39,0,0,0,33.69,0,0,17.2,0,83.41,1,0,0,0,1,0,0,3,0,1,0,17,9,77,135,192.2,8.54,127,54,56.1,143.86
LAMDEI.Co.xyz,Co,VIII ,1.486496,2003.8,1923.6,50.66,275.64,6,1.9,2.17,0,2.45,0,0,0,0,2.46,0,0,15.24,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,4,0,0,1,6,9,27,135,58.9,6.7,116,55,62.32,142.41
LAMQOF.Ru.xyz,Ru,VIII ,1.614184,2083.3,2000,65.04,194.59,8,2.3,2.17,0,0,0,0,0,2.12,2.46,0,0,24.21,17.39,0,0,0,0,0,31.94,17.2,0,0,4,0,0,0,0,0,2,2,0,0,0,15,8,44,130,101.1,8.3,125,72,67.32,173.8
LAMQUL.Ru.xyz,Ru,VIII ,1.611548,2105.2,2021,64.52,194.07,8,2.3,2.17,0,0,0,0,0,2.12,2.46,0,0,24.21,17.39,0,0,0,0,0,31.94,17.2,0,0,4,0,0,0,0,0,2,2,0,0,0,15,8,44,130,101.1,8.3,125,72,67.32,159.28
LANBIM.Ir.xyz,Ir,VIII ,1.544204,2403.7,2307.6,67.07,306,8,2.2,2.17,0,2.45,0,0,0,0,0,0,0,36.09,17.39,0,29.12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,9,77,135,192.2,8.54,127,54,67.01,56.1
LANMAO.Ir.xyz,Ir,VIII ,1.583497,2230.6,2141.4,75.63,228.17,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,3,0,1,0,17,9,77,135,192.2,8.54,127,54,61.71,151.58
LANMES.Ir.xyz,Ir,VIII ,1.611455,2123.4,2038.5,69.61,202.79,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,3,0,1,0,15,9,77,135,192.2,8.54,127,54,62.79,146.74
LANMIW.Ir.xyz,Ir,VIII ,1.585686,2221.4,2132.5,76.82,232.57,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,3,0,1,0,17,9,77,135,192.2,8.54,127,54,63.67,146.74
LANWOM.Pt.xyz,Pt,VIII ,1.543897,2368.5,2273.8,69.3,338.71,6,2.3,2.17,0,2.45,2.93,0,0,0,0,0,0,49.07,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1,7,10,78,135,195.1,9.1,130,48,80.03,60.19
LAPKIX.Ir.xyz,Ir,VIII ,1.580712,2237.7,2148.2,70.02,214.17,6,2.2,2.17,0,0,2.93,3.61,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,33.69,0,0,17.2,0,83.41,1,0,0,1,2,0,0,1,0,1,0,17,9,77,135,192.2,8.54,127,54,39.27,74.12
LARGOC.Ni.xyz,Ni,VIII ,1.523441,1749.8,1679.8,57.69,178.76,5,1.9,2.17,0,0,0,0,0,2.12,2.46,0,0,26.66,17.39,0,0,0,0,0,31.94,17.2,0,0,1,0,0,0,0,0,1,3,0,0,0,14,10,28,135,58.7,6.6,115,49,58.45,112.88
LATMIC.Ru.xyz,Ru,VIII ,1.633626,1971.4,1892.5,56.73,207.5,5,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,2,0,0,0,0,2,0,0,0,6,8,44,130,101.1,8.3,125,72,58.78,43.3
LATXAJ.Ru.xyz,Ru,VIII ,1.58866,1932.3315,1855,64.58,207.75,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,3.05,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,83.41,1,0,1,1,0,0,0,2,0,1,0,17,8,44,130,101.1,8.3,125,72,58.06,114.18
LATXEN.Ru.xyz,Ru,VIII ,1.597571,2044.6872,1962.9,64.38,203.06,6,2.3,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,1,1,0,0,2,0,0,0,8,8,44,130,101.1,8.3,125,72,63.67,126.59
LAVHEZ.Fe.xyz,Fe,VIII ,1.582527,1680.4615,1613.2,52.91,192.81,8,1.8,2.17,0,2.45,0,0,0,2.12,2.46,0,0,3.76,17.39,0,29.12,0,0,0,27.67,17.2,0,0,1,0,5,0,0,0,1,1,0,0,0,0,8,26,140,55.8,7.1,117,62,46.67,104.49
LAWHUO.Re.xyz,Re,VIIB ,1.667325,2040.3,1958.7,65.62,210.87,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,3.46,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,3,1,0,0,0,2,0,0,0,0,7,75,135,186.2,8.85,128,62,58.52,98.61
LAWJAW.Re.xyz,Re,VIIB ,1.658674,2070.2,1987.4,57.66,185.75,9,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,3.46,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,4,1,0,0,0,2,0,0,0,0,7,75,135,186.2,8.85,128,62,65.27,123.69
LAWJEA.Re.xyz,Re,VIIB ,1.642254,2142.1,2056.4,56.75,190.29,7,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,3.46,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,2,1,0,0,0,2,0,0,0,0,7,75,135,186.2,8.85,128,62,69.45,129.2
LAWJOJ.Rh.xyz,Rh,VIII ,1.580847,2113.9,2029.3,60.17,286.07,5,2.3,2.17,0,0,0,0,0,0,2.46,0,0,26.22,17.39,0,0,0,0,0,0,17.2,0,0,2,0,0,0,0,0,0,3,0,0,1,15,9,45,135,102.9,8.3,125,66,67.85,67.31
LAWTIQ.Mn.xyz,Mn,VIIB ,1.591792,1767.0702,1696.4,52.95,198.14,6,1.6,2.17,0,2.45,2.93,0,0,0,2.46,0,0,0,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,3,1,0,0,0,1,0,0,0,6,7,25,140,54.9,7.39,118,68,35.76,42.39
LAXJID.Mn.xyz,Mn,VIIB ,1.544035,1864.4,1789.8,53.13,214.67,9,1.6,2.17,0,2.45,0,0,0,0,0,0,0,0,17.39,0,29.12,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,7,25,140,54.9,7.39,118,68,34.38,48.83
LAYKUT.Ru.xyz,Ru,VIII ,1.577474,2138,2052.5,61.57,203.03,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,63.67,102.06
LAYLAA.Ru.xyz,Ru,VIII ,1.564397,2196.4,2108.5,60.73,263.97,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,1,0,8,44,130,101.1,8.3,125,72,63.67,102.06
LAZBOG.Co.xyz,Co,VIII ,1.442544,2087.2,2003.7,28.5,186.65,3,1.9,2.17,0,2.45,0,0,0,2.12,0,0,0,15.24,17.39,0,29.12,0,0,0,31.94,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9,27,135,58.9,6.7,116,55,21.02,38.35
LAZCIB.Co.xyz,Co,VIII ,1.414538,2218,2129.3,31.89,282.8,4,1.9,2.17,0,2.45,0,0,0,2.12,0,0,0,15.24,17.39,0,29.12,0,0,0,31.94,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,9,27,135,58.9,6.7,116,55,36.58,57.53
LAZLOQ.Ir.xyz,Ir,VIII ,1.598963,2170.3,2083.5,63.85,278.77,8,2.2,2.17,0,2.45,2.93,0,0,0,0,0,0,36.09,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,1,0,9,77,135,192.2,8.54,127,54,50.49,102.5
LEBMOX.Ir.xyz,Ir,VIII ,1.558403,2354.7,2260.5,74.98,315.08,6,2.2,2.17,0,2.45,0,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0,33.69,0,0,17.2,0,0,1,0,1,0,2,0,0,2,0,0,1,8,9,77,135,192.2,8.54,127,54,64.24,94.82
LEBQER.Ir.xyz,Ir,VIII ,1.562453,2350.5,2256.5,74.7,204.69,6,2.2,2.17,0,2.45,0,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0,33.69,0,0,17.2,0,0,1,0,2,0,1,0,0,2,0,0,0,8,9,77,135,192.2,8.54,127,54,61.71,120.41
LECFAB.Ir.xyz,Ir,VIII ,1.624456,2213,2124.5,69.17,218.53,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,3,0,0,0,0,2,0,0,0,6,9,77,135,192.2,8.54,127,54,68.82,113.04
LECGEI.Co.xyz,Co,VIII ,1.421058,2198.6,2110.7,37.1,314.84,4,1.9,2.17,0,2.45,0,0,0,0,2.46,0,0,15.24,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,2,0,0,1,0,9,27,135,58.9,6.7,116,55,41.7,67.12
LECZAV.Ru.xyz,Ru,VIII ,1.62998,1931.7,1854.4,65.46,268.35,6,2.3,2.17,0,0,0,0,0,0,2.46,0,0,24.21,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,5,0,0,1,15,8,44,130,101.1,8.3,125,72,83.38,180.62
LECZEZ.Ru.xyz,Ru,VIII ,1.644459,1844.1,1770.3,65.33,179.62,6,2.3,2.17,0,0,0,0,0,0,2.46,0,0,24.21,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,5,0,0,0,15,8,44,130,101.1,8.3,125,72,78.54,180.62
LEDVOG.Rh.xyz,Rh,VIII ,1.547413,2149.1,2063.1,62.31,210.95,7,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,26.22,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,2,3,0,0,0,1,0,0,0,7,9,45,135,102.9,8.3,125,66,61.49,96.88
LEDVUM.Rh.xyz,Rh,VIII ,1.544872,2167.5,2080.8,58.61,199.66,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,26.22,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,3,0,0,0,1,0,0,0,7,9,45,135,102.9,8.3,125,66,69.33,103.49
LEDWAT.Rh.xyz,Rh,VIII ,1.535771,2208.6,2120.3,60.01,215.99,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,26.22,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,3,0,0,0,1,0,0,0,7,9,45,135,102.9,8.3,125,66,61.49,97.68
LEFBOO.Ir.xyz,Ir,VIII ,1.582607,2250.6,2160.6,68.02,172.04,6,2.2,2.17,1.88,2.45,0,0,0,0,2.46,2.64,0,36.09,17.39,6.39,29.12,0,0,0,0,17.2,47.9,0,1,1,1,0,0,0,0,1,2,0,0,16,9,77,135,192.2,8.54,127,54,55.68,69.48
LEFBUU.Ir.xyz,Ir,VIII ,1.58299,2260.3,2169.9,67.66,169.68,6,2.2,2.17,1.88,2.45,0,0,0,0,2.46,2.64,0,36.09,17.39,6.39,29.12,0,0,0,0,17.2,47.9,0,1,1,1,0,0,0,0,1,2,0,0,16,9,77,135,192.2,8.54,127,54,55.68,69.48
LEFCEH.Ir.xyz,Ir,VIII ,1.578854,2278.1,2187,68.96,205.44,7,2.2,2.17,0,2.45,2.93,3.61,0,2.12,0,0,0,36.09,17.39,0,29.12,0.01,33.69,0,31.94,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,9,77,135,192.2,8.54,127,54,69.7,90.4
LEGYIF.Ru.xyz,Ru,VIII ,1.610037,1996.3,1916.4,49.26,310.98,5,2.3,2.17,1.88,2.45,0,0,0,0,0,0,0,24.21,17.39,6.39,29.12,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,8,44,130,101.1,8.3,125,72,27.9,0
LEHJEN.Ru.xyz,Ru,VIII ,1.637674,1879,1803.8,70.96,199.65,6,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,24.21,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,4,0,0,0,7,8,44,130,101.1,8.3,125,72,78.54,176.55
LEHJIR.Ru.xyz,Ru,VIII ,1.625183,1920.2,1843.4,69.25,198.5,6,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,24.21,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,4,0,0,0,7,8,44,130,101.1,8.3,125,72,78.54,176.55
LEHJOX.Ru.xyz,Ru,VIII ,1.623632,1932.9,1855.6,69.75,200.45,6,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,24.21,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,4,0,0,0,7,8,44,130,101.1,8.3,125,72,78.54,176.55
LEHJUD.Ru.xyz,Ru,VIII ,1.630925,1933.6,1856.3,63.7,185.95,6,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,1,0,0,0,0,4,0,0,0,15,8,44,130,101.1,8.3,125,72,79.62,176.55
LEHKAN.Ir.xyz,Ir,VIII ,1.611155,2113.1,2028.6,72.48,198.14,7,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,4,0,0,0,0,2,0,0,0,0,9,77,135,192.2,8.54,127,54,75.46,104.5
LEHMUG.Mo.xyz,Mo,VIB ,1.682255,1922.9,1846,57.9,216.49,12,2.2,2.17,0,2.45,0,0,0,0,0,0,0,17.2,17.39,0,29.12,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,6,42,145,96,9.4,130,87,51.3,30.02
LEHNAN.Mo.xyz,Mo,VIB ,1.681532,1915.6,1839,56.47,193.28,11,2.2,2.17,0,2.45,0,0,0,0,0,0,0,17.2,17.39,0,29.12,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,6,42,145,96,9.4,130,87,51.3,25.27
